﻿Age (bin),Churn Category,Churn Label,Churn Reason,Contract Type,Customer ID,Device Protection & Online Backup,Gender,Group,Grouped Monthly GB Download,Intl Active,Intl Plan,Number of Customers in Group,Payment Method,Phone Number,Senior,State,Under 30,Unlimited Data Plan,Account Length (in months),Age,Avg Customer Service Calls,Avg Extra Data Charges,Avg Extra Intl Charges,Avg Monthly GB Download,Churned,Customer Service Calls,Extra Data Charges,Extra International Charges,Intl Calls,Intl Mins,Local Calls,Local Mins,Monthly Charge,Number of Churned Customers,Total Charges
70,,No,,Two Year,6910-OXCA,No,Female,No,10-May,No,no,0,Direct Debit,358-4004,Yes,OH,No,Yes,54,74,0,$0.00 ,$0.00 ,9,0,0,$0 ,$0 ,0,0,225,592.8,$45.00 ,0,"2,443"
75,,No,,Two Year,7261-SWNV,No,Female,No,10-May,No,no,0,Direct Debit,400-8079,Yes,VT,No,Yes,19,75,0,$0.00 ,$0.00 ,9,0,0,$0 ,$0 ,0,0,76,241,$42.00 ,0,787
75,,No,,Two Year,0365-DJZO,No,Female,No,>10,No,no,0,Direct Debit,394-6909,Yes,WV,No,Yes,18,76,0,$0.00 ,$0.00 ,12,0,0,$0 ,$0 ,0,0,28,92.4,$27.00 ,0,491
75,,No,,Two Year,6461-PUKX,No,Female,No,0-5,No,no,0,Direct Debit,376-9716,Yes,WV,No,Yes,15,76,1,$0.00 ,$0.00 ,1,0,1,$0 ,$0 ,0,0,41,116.1,$30.00 ,0,438
75,,No,,Two Year,3461-YZLC,No,Female,No,0-5,No,no,0,Direct Debit,396-1648,Yes,PA,No,Yes,25,76,1,$0.00 ,$0.00 ,4,0,1,$0 ,$0 ,0,0,74,225.2,$28.00 ,0,712
65,,No,,Two Year,4455-EHTG,No,Female,No,10-May,No,no,0,Direct Debit,346-8863,Yes,AK,No,Yes,6,69,1,$0.00 ,$0.00 ,5,0,1,$0 ,$0 ,0,0,11,36.5,$25.00 ,0,151
70,,No,,Two Year,9804-AROP,No,Female,No,10-May,No,no,0,Direct Debit,405-5513,Yes,ME,No,Yes,26,72,1,$0.00 ,$0.00 ,5,0,1,$0 ,$0 ,0,0,165,418.6,$45.00 ,0,"1,173"
70,,No,,Two Year,5095-HRAY,No,Female,No,0-5,No,no,0,Direct Debit,356-1654,Yes,CT,No,Yes,4,73,2,$0.00 ,$0.00 ,2,0,2,$0 ,$0 ,0,0,14,30.6,$43.00 ,0,186
70,,No,,Two Year,4001-OCZR,No,Female,No,0-5,No,no,0,Direct Debit,376-6957,Yes,HI,No,Yes,31,72,2,$0.00 ,$0.00 ,2,0,2,$0 ,$0 ,0,0,111,248.3,$50.00 ,0,"1,556"
85,,No,,Two Year,1948-CYMZ,No,Female,No,0-5,No,no,0,Direct Debit,320-3315,Yes,CO,No,Yes,36,85,2,$0.00 ,$0.00 ,3,0,2,$0 ,$0 ,0,0,268,497.1,$43.00 ,0,"1,542"
65,,No,,Two Year,7317-SAYF,No,Female,No,>10,No,no,0,Direct Debit,312-3187,Yes,WI,No,Yes,8,67,2,$0.00 ,$0.00 ,10,0,2,$0 ,$0 ,0,0,128,130.7,$55.00 ,0,445
70,,No,,Two Year,2662-APPY,No,Male,No,0-5,No,no,0,Direct Debit,365-7153,Yes,CT,No,Yes,36,72,0,$0.00 ,$0.00 ,1,0,0,$0 ,$0 ,0,0,123,356.5,$25.00 ,0,877
75,,No,,Two Year,1712-CELM,No,Male,No,0-5,No,no,0,Direct Debit,346-10229,Yes,DE,No,Yes,13,78,0,$0.00 ,$0.00 ,1,0,0,$0 ,$0 ,0,0,36,94.5,$49.00 ,0,665
70,,No,,Two Year,0425-GCIP,No,Male,No,0-5,No,no,0,Direct Debit,302-6114,Yes,ID,No,Yes,8,70,0,$0.00 ,$0.00 ,1,0,0,$0 ,$0 ,0,0,13,32.9,$32.00 ,0,265
70,,No,,Two Year,1729-NLQF,No,Male,No,0-5,No,no,0,Direct Debit,333-2436,Yes,NY,No,Yes,43,71,0,$0.00 ,$0.00 ,1,0,0,$0 ,$0 ,0,0,245,429.7,$55.00 ,0,"2,356"
75,,No,,Two Year,8920-XIYH,No,Male,No,0-5,No,no,0,Direct Debit,297-6373,Yes,AK,No,Yes,4,75,0,$0.00 ,$0.00 ,2,0,0,$0 ,$0 ,0,0,23,47.9,$46.00 ,0,182
65,,No,,Two Year,8462-DEUQ,No,Male,No,0-5,No,no,0,Direct Debit,247-10083,Yes,NM,No,Yes,17,67,0,$0.00 ,$0.00 ,2,0,0,$0 ,$0 ,0,0,90,203.3,$38.00 ,0,644
70,,No,,Two Year,1602-WUGH,No,Male,No,0-5,No,no,0,Direct Debit,299-5770,Yes,PA,No,Yes,1,74,0,$0.00 ,$0.00 ,2,0,0,$0 ,$0 ,0,0,4,9,$16.00 ,0,16
70,,No,,Two Year,1801-BZIL,No,Male,No,0-5,No,no,0,Direct Debit,406-8445,Yes,IN,No,Yes,39,72,0,$0.00 ,$0.00 ,3,0,0,$0 ,$0 ,0,0,166,424.1,$50.00 ,0,"1,934"
65,,No,,Two Year,8830-VTES,No,Male,No,0-5,No,no,0,Direct Debit,331-2144,Yes,IA,No,Yes,55,67,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,404,876.3,$52.00 ,0,"2,828"
80,,No,,Two Year,3717-TQQA,No,Male,No,0-5,No,no,0,Direct Debit,369-7903,Yes,WA,No,Yes,1,81,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,6,14,$48.00 ,0,48
65,,No,,Two Year,2699-OKTX,No,Male,No,10-May,No,no,0,Direct Debit,405-7377,Yes,WV,No,Yes,1,68,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,3,11,$30.00 ,0,30
75,,No,,Two Year,0631-TSDP,No,Male,No,10-May,No,no,0,Direct Debit,396-1106,Yes,WV,No,Yes,18,75,0,$0.00 ,$0.00 ,5,0,0,$0 ,$0 ,0,0,103,219.9,$42.00 ,0,762
70,,No,,Two Year,6187-RDFA,No,Male,No,10-May,No,no,0,Direct Debit,382-7432,Yes,MA,No,Yes,45,73,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,241,626.2,$32.00 ,0,"1,431"
65,,No,,Two Year,4757-XIQH,No,Male,No,10-May,No,no,0,Direct Debit,405-1589,Yes,ND,No,Yes,4,69,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,12,28.3,$59.00 ,0,209
75,,No,,Two Year,3395-ZZFY,No,Male,No,10-May,No,no,0,Direct Debit,305-8120,Yes,TX,No,Yes,28,78,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,146,335.6,$52.00 ,0,"1,450"
65,,No,,Two Year,7901-RMRO,No,Male,No,10-May,No,no,0,Direct Debit,351-9561,Yes,UT,No,Yes,7,68,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,22,68,$45.00 ,0,305
80,,No,,Two Year,6822-MCHZ,No,Male,No,10-May,No,no,0,Direct Debit,230-3940,Yes,WV,No,Yes,26,81,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,179,337.3,$51.00 ,0,"1,317"
75,,No,,Two Year,2135-DKPQ,No,Male,No,10-May,No,no,0,Direct Debit,384-6372,Yes,KY,No,Yes,1,78,0,$0.00 ,$0.00 ,8,0,0,$0 ,$0 ,0,0,4,13,$16.00 ,0,16
85,,No,,Two Year,5231-DAPZ,No,Male,No,10-May,No,no,0,Direct Debit,343-6061,Yes,NE,No,Yes,10,85,0,$0.00 ,$0.00 ,8,0,0,$0 ,$0 ,0,0,66,124.4,$46.00 ,0,436
80,,No,,Two Year,7968-CFOX,No,Male,No,0-5,No,no,0,Direct Debit,329-5400,Yes,NC,No,Yes,38,81,1,$0.00 ,$0.00 ,1,0,1,$0 ,$0 ,0,0,48,150.5,$44.00 ,0,"1,661"
70,,No,,Two Year,0162-YMSU,No,Male,No,10-May,No,no,0,Direct Debit,354-3545,Yes,WI,No,Yes,9,70,1,$0.00 ,$0.00 ,8,0,1,$0 ,$0 ,0,0,36,109.9,$31.00 ,0,283
80,,No,,Two Year,2571-KVNZ,No,Male,No,>10,No,no,0,Direct Debit,389-3004,Yes,AR,No,Yes,15,84,1,$0.00 ,$0.00 ,12,0,1,$0 ,$0 ,0,0,78,166.4,$28.00 ,0,422
75,,No,,Two Year,0622-RWHA,No,Male,No,0-5,No,no,0,Direct Debit,395-4519,Yes,AZ,No,Yes,58,77,2,$0.00 ,$0.00 ,1,0,2,$0 ,$0 ,0,0,342,876.7,$57.00 ,0,"3,305"
75,,No,,Two Year,7516-QXPD,No,Male,No,0-5,No,no,0,Direct Debit,282-8877,Yes,DC,No,Yes,16,76,2,$0.00 ,$0.00 ,3,0,2,$0 ,$0 ,0,0,120,231,$47.00 ,0,775
80,,No,,Two Year,5827-MQNI,No,Male,No,10-May,No,no,0,Direct Debit,413-2194,Yes,NH,No,Yes,12,81,2,$0.00 ,$0.00 ,7,0,2,$0 ,$0 ,0,0,61,166.5,$29.00 ,0,344
65,,No,,Month-to-Month,1004-GYWR,No,Male,No,0-5,No,no,0,Paper Check,313-3612,Yes,ID,No,Yes,1,65,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,3,7,$22.00 ,0,22
70,,No,,Month-to-Month,3347-DJSJ,No,Male,No,10-May,No,no,0,Paper Check,314-9747,Yes,DC,No,Yes,67,72,0,$0.00 ,$0.00 ,6,0,0,$0 ,$0 ,0,0,319,802.2,$45.00 ,0,"3,038"
65,,No,,Month-to-Month,2850-CLVV,No,Male,No,>10,No,no,0,Paper Check,392-6239,Yes,VA,No,Yes,3,68,1,$0.00 ,$0.00 ,15,0,1,$0 ,$0 ,0,0,16,41.5,$33.00 ,0,114
80,,No,,One Year,9394-CACA,No,Female,No,0-5,No,no,0,Paper Check,319-2519,Yes,NH,No,Yes,39,82,0,$0.00 ,$0.00 ,4,0,0,$0 ,$0 ,0,0,126,352.2,$34.00 ,0,"1,317"
75,,No,,Two Year,8493-CGNC,No,Male,No,0-5,No,no,0,Paper Check,267-4796,Yes,IN,No,Yes,9,79,0,$0.00 ,$0.00 ,2,0,0,$0 ,$0 ,0,0,50,100.1,$21.00 ,0,191
35,,No,,Month-to-Month,9560-ASSB,No,Female,Yes,0-5,No,no,2,Credit Card,345-4877,No,ME,No,No,14,39,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,36,71.3,$7.00 ,0,95
35,,No,,Month-to-Month,0257-XTUX,No,Female,Yes,0-5,No,no,2,Credit Card,365-8192,No,NC,No,No,22,37,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,114,261.5,$10.00 ,0,208
40,,No,,Month-to-Month,4589-XYSY,No,Female,Yes,0-5,No,no,2,Credit Card,351-9604,No,NM,No,No,5,40,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,22,49,$8.00 ,0,44
40,,No,,Month-to-Month,0364-HCWW,No,Female,Yes,0-5,No,no,2,Credit Card,390-5225,No,WV,No,No,17,42,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,34,87.3,$10.00 ,0,170
55,,No,,Month-to-Month,7993-LMHT,No,Female,Yes,10-May,No,no,2,Credit Card,334-6638,No,MI,No,No,26,57,0,$72.00 ,$0.00 ,6,0,0,$72 ,$0 ,0,0,72,230.1,$22.00 ,0,571
30,,No,,Month-to-Month,8453-BHKZ,No,Female,Yes,>10,No,no,2,Credit Card,338-9950,No,VT,No,No,1,32,0,$29.00 ,$0.00 ,10,0,0,$29 ,$0 ,0,0,5,15,$12.00 ,0,12
30,,No,,Month-to-Month,9361-SUXZ,No,Female,Yes,0-5,No,no,2,Credit Card,324-9447,No,MT,No,No,20,32,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,60,178.6,$6.00 ,0,113
40,,No,,Month-to-Month,9831-YZIK,No,Female,Yes,0-5,No,no,2,Credit Card,269-5102,No,OR,No,No,1,44,2,$0.00 ,$0.00 ,0,0,2,$0 ,$0 ,0,0,1,4,$7.00 ,0,7
50,,No,,Month-to-Month,9778-EVSK,No,Female,Yes,0-5,No,no,3,Credit Card,234-9540,No,AR,No,No,3,51,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,10,31.2,$5.00 ,0,15
55,,No,,Month-to-Month,8871-JLHH,No,Female,Yes,0-5,No,no,3,Credit Card,363-2193,No,ID,No,No,8,59,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,39,69.3,$8.00 ,0,60
30,,No,,Month-to-Month,0384-WFPX,No,Female,Yes,0-5,No,no,3,Credit Card,325-2215,No,ME,No,No,20,34,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,44,81,$8.00 ,0,168
40,,No,,Month-to-Month,1784-NCMM,No,Female,Yes,0-5,No,no,3,Credit Card,357-9070,No,MT,No,No,12,42,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,16,57.8,$8.00 ,0,97
55,,No,,Month-to-Month,2427-BZYI,No,Female,Yes,0-5,No,no,3,Credit Card,367-7369,No,NJ,No,No,7,58,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,28,86.3,$11.00 ,0,70
55,,No,,Month-to-Month,6231-ADZO,No,Female,Yes,0-5,No,no,3,Credit Card,377-2474,No,OH,No,No,14,55,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,54,184.3,$11.00 ,0,151
60,,No,,Month-to-Month,6508-GTGF,No,Female,Yes,0-5,No,no,3,Credit Card,336-4910,No,OK,No,No,12,63,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,42,99.6,$10.00 ,0,119
60,,No,,Month-to-Month,1618-RXVF,No,Female,Yes,0-5,No,no,4,Credit Card,318-7706,No,IA,No,No,11,61,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,59,164.6,$7.00 ,0,75
55,,No,,Month-to-Month,8437-ORAL,No,Female,Yes,0-5,No,no,4,Credit Card,312-7398,No,ID,No,No,1,56,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,6,12,$9.00 ,0,9
30,,No,,Month-to-Month,7254-CYCO,No,Female,Yes,0-5,No,no,4,Credit Card,362-4596,No,OK,No,No,6,32,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,12,40.3,$10.00 ,0,59
50,,No,,Month-to-Month,7685-UREJ,No,Female,Yes,>10,No,no,4,Credit Card,396-4845,No,NC,No,No,16,51,2,$43.00 ,$0.00 ,11,0,2,$43 ,$0 ,0,0,44,124.6,$11.00 ,0,175
40,,No,,Month-to-Month,2167-ZSAV,No,Female,Yes,0-5,No,no,5,Credit Card,357-6618,No,NE,No,No,34,41,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,154,517,$11.00 ,0,382
40,,No,,Month-to-Month,8135-GIPE,No,Female,Yes,10-May,No,no,5,Credit Card,339-4068,No,NJ,No,No,26,43,3,$16.00 ,$0.00 ,5,0,3,$16 ,$0 ,0,0,80,211.1,$16.00 ,0,412
30,,No,,Month-to-Month,6810-XSOO,No,Female,Yes,0-5,No,no,6,Credit Card,387-1815,No,MO,No,No,54,30,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,318,543.6,$7.00 ,0,360
40,,No,,Month-to-Month,8423-ADMS,No,Female,Yes,0-5,No,no,6,Credit Card,387-1116,No,WY,No,No,24,44,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,53,170.7,$9.00 ,0,218
45,,No,,Month-to-Month,8150-XUIO,No,Male,Yes,0-5,No,no,2,Credit Card,328-5048,No,AZ,No,No,21,46,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,59,150.2,$10.00 ,0,215
35,,No,,Month-to-Month,2633-LCUB,No,Male,Yes,0-5,No,no,2,Credit Card,388-7701,No,CO,No,No,5,37,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,11,34.1,$6.00 ,0,27
45,,No,,Month-to-Month,8508-RBAQ,No,Male,Yes,0-5,No,no,2,Credit Card,415-5132,No,IL,No,No,1,49,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,6,14,$10.00 ,0,10
30,,No,,Month-to-Month,2771-PVWJ,No,Male,Yes,0-5,No,no,2,Credit Card,325-8200,No,MN,No,No,7,30,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,33,64.2,$9.00 ,0,67
50,,No,,Month-to-Month,3643-OMJE,No,Male,Yes,0-5,No,no,2,Credit Card,404-9754,No,SD,No,No,13,53,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,41,134.5,$6.00 ,0,79
35,,No,,Month-to-Month,9404-QDLH,No,Male,Yes,0-5,No,no,2,Credit Card,342-2781,No,WY,No,No,13,38,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,14,50.8,$5.00 ,0,68
55,,No,,Month-to-Month,5038-XSRB,No,Male,Yes,0-5,No,no,2,Credit Card,374-6312,No,NY,No,No,18,55,0,$45.00 ,$0.00 ,3,0,0,$45 ,$0 ,0,0,66,199.9,$16.00 ,0,282
60,,No,,Month-to-Month,0668-NEQN,No,Male,Yes,10-May,No,no,2,Credit Card,250-3327,No,AZ,No,No,16,62,0,$23.00 ,$0.00 ,6,0,0,$23 ,$0 ,0,0,57,98.2,$17.00 ,0,279
35,,No,,Month-to-Month,3508-UFKV,No,Male,Yes,0-5,No,no,2,Credit Card,336-2322,No,AL,No,No,6,38,3,$0.00 ,$0.00 ,0,0,3,$0 ,$0 ,0,0,32,65.9,$9.00 ,0,54
45,,No,,Month-to-Month,7474-HRCN,No,Male,Yes,0-5,No,no,3,Credit Card,304-9861,No,WA,No,No,1,47,0,$32.00 ,$0.00 ,4,0,0,$32 ,$0 ,0,0,3,7,$14.00 ,0,14
50,,No,,Month-to-Month,4781-XYRC,No,Male,Yes,10-May,No,no,3,Credit Card,367-1062,No,MI,No,No,13,53,0,$60.00 ,$0.00 ,6,0,0,$60 ,$0 ,0,0,59,171.7,$22.00 ,0,287
45,,No,,Month-to-Month,5497-VWFZ,No,Male,Yes,0-5,No,no,4,Credit Card,257-9609,No,WI,No,No,6,47,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,35,81.7,$9.00 ,0,54
45,,No,,Month-to-Month,3769-ECEB,No,Male,Yes,0-5,No,no,5,Credit Card,253-7918,No,AL,No,No,1,45,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,2,4,$6.00 ,0,6
45,,No,,Month-to-Month,6522-VZZR,No,Male,Yes,0-5,No,no,5,Credit Card,407-8575,No,KY,No,No,20,46,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,39,120.9,$10.00 ,0,205
55,,No,,Month-to-Month,7249-GXRC,No,Male,Yes,0-5,No,no,5,Credit Card,307-9447,No,ME,No,No,9,59,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,52,131.7,$9.00 ,0,75
50,,No,,Month-to-Month,8678-NKUB,No,Male,Yes,0-5,No,no,5,Credit Card,380-6486,No,MS,No,No,7,52,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,35,90.9,$8.00 ,0,58
55,,No,,Month-to-Month,0802-YAUD,No,Male,Yes,0-5,No,no,5,Credit Card,350-7306,No,NV,No,No,3,56,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,5,12.6,$6.00 ,0,16
55,,No,,Month-to-Month,8575-VPUE,No,Male,Yes,0-5,No,no,6,Credit Card,245-6371,No,NM,No,No,1,55,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,7,15,$10.00 ,0,10
35,,No,,Month-to-Month,8260-BACZ,No,Male,Yes,10-May,No,no,6,Credit Card,328-3266,No,ID,No,No,25,36,0,$16.00 ,$0.00 ,8,0,0,$16 ,$0 ,0,0,175,378.8,$28.00 ,0,703
50,,No,,Month-to-Month,4960-TQGX,No,Male,Yes,0-5,No,no,6,Credit Card,382-9138,No,PA,No,No,19,51,2,$0.00 ,$0.00 ,0,0,2,$0 ,$0 ,0,0,44,113.5,$9.00 ,0,165
55,,No,,Month-to-Month,1600-FKBH,No,Male,Yes,0-5,No,no,6,Credit Card,416-4464,No,WA,No,No,9,59,2,$0.00 ,$0.00 ,0,0,2,$0 ,$0 ,0,0,40,135.4,$11.00 ,0,99
45,,No,,Month-to-Month,8050-LCXA,No,Male,Yes,0-5,No,no,6,Credit Card,319-4319,No,MN,No,No,31,47,3,$0.00 ,$0.00 ,0,0,3,$0 ,$0 ,0,0,53,122.3,$9.00 ,0,284
45,,No,,One Year,0575-JMFF,No,Female,Yes,0-5,No,no,2,Credit Card,339-10154,No,HI,No,No,64,48,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,371,961.1,$7.00 ,0,446
30,,No,,One Year,3206-IGDS,No,Female,Yes,0-5,No,no,2,Credit Card,365-8622,No,NH,No,No,38,30,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,146,340.1,$9.00 ,0,359
55,,No,,One Year,1218-ANZM,No,Female,Yes,0-5,No,no,2,Credit Card,243-3664,No,VA,No,No,11,58,0,$56.00 ,$0.00 ,4,0,0,$56 ,$0 ,0,0,46,134,$14.00 ,0,160
55,,No,,One Year,3474-AJEE,No,Female,Yes,0-5,No,no,2,Credit Card,273-9499,No,KY,No,No,9,57,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,13,42.6,$8.00 ,0,70
50,,No,,One Year,1820-KRHK,No,Female,Yes,0-5,No,no,2,Credit Card,381-8593,No,HI,No,No,43,50,3,$58.00 ,$0.00 ,3,0,3,$58 ,$0 ,0,0,106,256.5,$46.00 ,0,"1,955"
45,,No,,One Year,4921-MLLR,No,Female,Yes,0-5,No,no,3,Credit Card,363-2224,No,MI,No,No,41,49,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,83,245.4,$7.00 ,0,299
60,,No,,One Year,3083-CUIV,No,Female,Yes,0-5,No,no,3,Credit Card,318-8434,No,TX,No,No,27,62,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,113,327.4,$7.00 ,0,184
60,,No,,One Year,5248-AGIW,No,Female,Yes,0-5,No,no,3,Credit Card,244-8239,No,DC,No,No,39,64,2,$0.00 ,$0.00 ,0,0,2,$0 ,$0 ,0,0,253,622.9,$8.00 ,0,303
35,,No,,One Year,3423-EKEY,No,Female,Yes,0-5,No,no,4,Credit Card,381-6271,No,NC,No,No,6,37,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,32,72.2,$6.00 ,0,33
55,,No,,One Year,0714-MVOD,No,Female,Yes,0-5,No,no,4,Credit Card,313-7716,No,ID,No,No,37,56,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,295,590.6,$5.00 ,0,202
50,,No,,One Year,0091-LYXW,No,Female,Yes,0-5,No,no,5,Credit Card,381-8563,No,CT,No,No,26,50,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,128,389.1,$5.00 ,0,140
60,,No,,One Year,8266-SINZ,No,Female,Yes,0-5,No,no,5,Credit Card,336-9053,No,ID,No,No,36,61,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,183,429.9,$13.00 ,0,468
40,,No,,One Year,0857-HRYC,No,Female,Yes,0-5,No,no,6,Credit Card,320-5389,No,KS,No,No,17,43,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,93,214.6,$10.00 ,0,160
60,,No,,One Year,7149-BIMN,No,Female,Yes,0-5,No,no,6,Credit Card,319-5266,No,MI,No,No,2,61,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,11,25.1,$6.00 ,0,10
40,,No,,One Year,5986-TPTS,No,Female,Yes,0-5,No,no,6,Credit Card,369-9019,No,NV,No,No,3,40,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,4,11.2,$7.00 ,0,19
60,,No,,One Year,6059-EOIK,No,Female,Yes,0-5,No,no,6,Credit Card,330-10195,No,OH,No,No,5,60,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,14,33.8,$6.00 ,0,27
40,,No,,One Year,5556-YFNL,No,Female,Yes,>10,No,no,6,Credit Card,260-7835,No,OK,No,No,55,43,0,$65.00 ,$0.00 ,13,0,0,$65 ,$0 ,0,0,271,601.9,$19.00 ,0,"1,020"
40,,No,,One Year,7739-YOBC,No,Male,Yes,0-5,No,no,2,Credit Card,316-3600,No,ND,No,No,12,40,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,20,47.4,$11.00 ,0,125
55,,No,,One Year,3423-IYWX,No,Male,Yes,0-5,No,no,2,Credit Card,378-2397,No,OK,No,No,11,58,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,35,76.5,$8.00 ,0,92
55,,No,,One Year,3689-ZIMR,No,Male,Yes,0-5,No,no,2,Credit Card,323-9986,No,UT,No,No,1,59,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,6,12,$8.00 ,0,8
45,,No,,One Year,9601-OEDJ,No,Male,Yes,0-5,No,no,2,Credit Card,350-5993,No,OH,No,No,51,46,1,$0.00 ,$0.00 ,0,0,1,$0 ,$0 ,0,0,157,411.2,$8.00 ,0,418
50,,No,,One Year,7525-ZGTC,No,Male,Yes,0-5,No,no,2,Credit Card,277-2640,No,TX,No,No,18,53,2,$0.00 ,$0.00 ,0,0,2,$0 ,$0 ,0,0,100,287.6,$6.00 ,0,116
55,,No,,One Year,5525-NOMN,No,Male,Yes,0-5,No,no,3,Credit Card,379-4967,No,CO,No,No,3,59,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,13,30.3,$7.00 ,0,21
50,,No,,One Year,4160-GODN,No,Male,Yes,0-5,No,no,3,Credit Card,368-8916,No,NY,No,No,24,54,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,76,188.1,$7.00 ,0,167
40,,No,,One Year,9360-JTTY,No,Male,Yes,0-5,No,no,4,Credit Card,323-8294,No,IA,No,No,53,42,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,234,842.1,$10.00 ,0,531
40,,No,,One Year,2272-QDIE,No,Male,Yes,0-5,No,no,4,Credit Card,314-5538,No,ID,No,No,51,41,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,311,565.7,$8.00 ,0,419
55,,No,,One Year,7864-KMQT,No,Male,Yes,0-5,No,no,4,Credit Card,277-4048,No,ME,No,No,6,57,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,38,81.7,$5.00 ,0,31
30,,No,,One Year,6136-ZKQA,No,Male,Yes,0-5,No,no,4,Credit Card,417-7722,No,MN,No,No,47,30,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,70,189.8,$7.00 ,0,338
40,,No,,One Year,5901-COOE,No,Male,Yes,0-5,No,no,4,Credit Card,342-5854,No,MO,No,No,63,40,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,185,440.3,$12.00 ,0,778
35,,No,,One Year,7150-ZFYP,No,Male,Yes,0-5,No,no,4,Credit Card,382-3017,No,NH,No,No,46,39,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,139,507.5,$7.00 ,0,303
30,,No,,One Year,1327-YAFO,No,Male,Yes,0-5,No,no,4,Credit Card,370-7400,No,NV,No,No,17,32,0,$0.00 ,$0.00 ,0,0,0,$0 ,$0 ,0,0,64,261,$7.00 ,0,126
